scientific_name,term,estimate,std.error,statistic,p.value,odds_ratio,l95_or,u95_or
Taeniurops meyeni,(Intercept),-2.6399047226444257,1.333227891282093,-1.9800851301616353,0.04769396372927172,0.07136806899335087,0.005231635212929666,0.9735772974483503
Taeniurops meyeni,year_c,0.10449887389502345,0.0614439631215579,1.7007183226167835,0.08899589283422299,1.110154143715407,0.9841949380037598,1.2522338565449727
Taeniurops meyeni,seasonmid,-0.715447820191764,0.47089501601744843,-1.5193361489416444,0.12867790503606646,0.4889730907357044,0.19429026018190879,1.2306056064764619
Taeniurops meyeni,seasonlate,-0.5839648223463711,0.518342999151226,-1.126599227350614,0.25991196595844074,0.5576828639493608,0.20191325577191305,1.540315793303275
Taeniurops meyeni,seasonother,-0.2389516825826135,0.7856606761140196,-0.30414107495426623,0.7610204148372268,0.7874529291453694,0.16883276541194805,3.672759337363432
Taeniurops meyeni,dive_siteBlack Rock,0.22722118476835523,1.3747412897506777,0.16528286919320212,0.8687213417764625,1.2551074478910418,0.0848159433084714,18.57309657009055
Taeniurops meyeni,dive_siteBurma Banks,1.0543277914042617,1.29823570321552,0.812123552597469,0.4167207397877101,2.8700452362424382,0.2253243888386512,36.55689337729138
Taeniurops meyeni,dive_siteElephant Head Rock,-20.37356578825781,19613.227745790056,-0.0010387665942762,0.9991711843212029,1.4186419612520241e-9,0,Inf
Taeniurops meyeni,dive_siteKoh Bida Nok,-20.409070960575704,21226.522551898237,-9.614891422123484e-4,0.9992328427762504,1.3691565268058463e-9,0,Inf
Taeniurops meyeni,dive_siteKoh Bon,1.0080375839931959,1.2831207368703956,0.7856139761655296,0.4320936739927028,2.74021828694006,0.2216005016666762,33.88438294862342
Taeniurops meyeni,dive_siteKoh Chi,-19.527144099381157,17810.78795414301,-0.0010963660984374868,0.9991252265923181,3.307265574554582e-9,0,Inf
Taeniurops meyeni,dive_siteKoh Tachai,-0.8085158809031773,1.5818554586726516,-0.5111186843718387,0.6092679533865613,0.4455187787411568,0.02006150288222294,9.893923868829225
Taeniurops meyeni,dive_siteMergui Archipelago,2.030392647318379,1.2652430894338447,1.6047450993997634,0.1085499124452877,7.617076596386626,0.6379573751544677,90.94628910148207
Taeniurops meyeni,dive_siteNorth Twin,-0.11151284421512515,1.6928569254131358,-0.06587257466422382,0.9474792753927204,0.8944799024371927,0.032402735911857064,24.692183340335554
Taeniurops meyeni,dive_siteRichelieu Rock,-1.3089817085296565,1.5685587437450916,-0.8345123915501762,0.4039923075378113,0.2700949517846979,0.012483383409289096,5.84387105544591
Taeniurops meyeni,dive_siteSeafan Forest,0.04664017371452854,1.649379630830926,0.028277403723624323,0.9774409026085698,1.0477449350750454,0.041330940174969834,26.560476106474443
Taeniurops meyeni,dive_siteShark Cave,2.3870464052214664,1.3203773916200463,1.80785161906829,0.07062959737027022,10.88130746062827,0.8179997219009598,144.74681211084834
Taeniurops meyeni,dive_siteShark Fin Reef,-0.09182714241004415,1.6794982548041029,-0.05467534255982594,0.9563971137575334,0.9122628274705475,0.03392362102546325,24.532271061508638
Taeniurops meyeni,dive_siteShark Point,-20.033962152984998,21901.707689960982,-9.147214654028052e-4,0.9992701579670985,1.9923277603612362e-9,0,Inf
Taeniurops meyeni,dive_siteSimilan Islands,0.2904364530707723,1.3679398112514234,0.21231669016568372,0.8318599753748758,1.3370109032138993,0.09156322360195261,19.523102016197747
Taeniurops meyeni,dive_siteSurin Islands,-0.4216638692075242,1.4070735160510002,-0.29967436981611184,0.7644255505192011,0.655954488843605,0.04160528981986924,10.341865019976138
Taeniurops meyeni,dive_siteThree Trees,-20.831160112175358,27992.507196765982,-7.441691437550836e-4,0.9994062389843749,8.977225029194539e-10,0,Inf
Taeniurops meyeni,dive_siteWestern Rocky,3.1927990805233004,1.7373013728436448,1.8377922969676077,0.0660930171496574,24.356507944244463,0.8087126551461934,733.5602768956326
Mobula birostris,(Intercept),-64.73375364132563,NA,NA,NA,7.699951695295318e-29,NA,NA
Mobula birostris,year_c,-0.15007697565259845,NA,NA,NA,0.8606417254167658,NA,NA
Mobula birostris,seasonmid,0.9458953074075607,NA,NA,NA,2.5751178689241465,NA,NA
Mobula birostris,seasonlate,0.5211179182005315,NA,NA,NA,1.6839090704635993,NA,NA
Mobula birostris,seasonother,0.6918838687523302,NA,NA,NA,1.9974749716696416,NA,NA
Mobula birostris,dive_siteBlack Rock,66.06526651606467,NA,NA,NA,4917911321574581e13,NA,NA
Mobula birostris,dive_siteBurma Banks,63.12993380051528,NA,NA,NA,26120524449464884e11,NA,NA
Mobula birostris,dive_siteElephant Head Rock,-57.80391946811702,NA,NA,NA,7.871848780160962e-26,NA,NA
Mobula birostris,dive_siteKoh Bida Nok,-72.91923117073488,NA,NA,NA,2.145755715123461e-32,NA,NA
Mobula birostris,dive_siteKoh Bon,64.54955418449345,NA,NA,NA,10802274066241619e12,NA,NA
Mobula birostris,dive_siteKoh Chi,-79.61916020109541,NA,NA,NA,2.641423704211216e-35,NA,NA
Mobula birostris,dive_siteKoh Tachai,64.72359925116865,NA,NA,NA,12855885735019706e12,NA,NA
Mobula birostris,dive_siteMergui Archipelago,63.53682384434658,NA,NA,NA,3923665657284364e12,NA,NA
Mobula birostris,dive_siteNorth Twin,63.999278950301026,NA,NA,NA,6230654848920832e12,NA,NA
Mobula birostris,dive_siteRichelieu Rock,63.158489791580124,NA,NA,NA,2687717393376167e12,NA,NA
Mobula birostris,dive_siteSeafan Forest,64.0198861628062,NA,NA,NA,6360383358104269e12,NA,NA
Mobula birostris,dive_siteShark Cave,-73.1029313521409,NA,NA,NA,1.7856663013868894e-32,NA,NA
Mobula birostris,dive_siteShark Fin Reef,-67.55950314632601,NA,NA,NA,4.563316416463368e-30,NA,NA
Mobula birostris,dive_siteShark Point,-58.70822503802012,NA,NA,NA,3.186704720250393e-26,NA,NA
Mobula birostris,dive_siteSimilan Islands,63.94804739739435,NA,NA,NA,5919487573121217e12,NA,NA
Mobula birostris,dive_siteSurin Islands,62.50971426572005,NA,NA,NA,14048306404018023e11,NA,NA
Mobula birostris,dive_siteThree Trees,-49.274845580181776,NA,NA,NA,3.9829647963611725e-22,NA,NA
Mobula birostris,dive_siteWestern Rocky,-53.53231283140408,NA,NA,NA,5.639127756533343e-24,NA,NA
Aetobatus ocellatus,(Intercept),-19.16845351351437,NA,NA,NA,4.734197943756963e-9,NA,NA
Aetobatus ocellatus,year_c,-0.01877592466637192,NA,NA,NA,0.9813992449699772,NA,NA
Aetobatus ocellatus,seasonmid,0.052875248130902955,NA,NA,NA,1.0542981112550143,NA,NA
Aetobatus ocellatus,seasonlate,-0.1788973410445492,NA,NA,NA,0.8361917375612666,NA,NA
Aetobatus ocellatus,seasonother,-1.056069394409822,NA,NA,NA,0.3478202712971384,NA,NA
Aetobatus ocellatus,dive_siteBlack Rock,15.717359701860941,NA,NA,NA,6698269.060880121,NA,NA
Aetobatus ocellatus,dive_siteBurma Banks,16.734194388432982,NA,NA,NA,18516900.0346349,NA,NA
Aetobatus ocellatus,dive_siteElephant Head Rock,-28.67189249862285,NA,NA,NA,3.531468218171814e-13,NA,NA
Aetobatus ocellatus,dive_siteKoh Bida Nok,-25.417052081962215,NA,NA,NA,9.151968877110933e-12,NA,NA
Aetobatus ocellatus,dive_siteKoh Bon,18.9545129585797,NA,NA,NA,170545547.29622018,NA,NA
Aetobatus ocellatus,dive_siteKoh Chi,17.202802308884152,NA,NA,NA,29585718.178415045,NA,NA
Aetobatus ocellatus,dive_siteKoh Tachai,17.31713376180227,NA,NA,NA,33169248.737165377,NA,NA
Aetobatus ocellatus,dive_siteMergui Archipelago,18.139902915026944,NA,NA,NA,75519609.95723133,NA,NA
Aetobatus ocellatus,dive_siteNorth Twin,20.03573971345599,NA,NA,NA,502818442.42660373,NA,NA
Aetobatus ocellatus,dive_siteRichelieu Rock,18.613139737054613,NA,NA,NA,121222679.30280563,NA,NA
Aetobatus ocellatus,dive_siteSeafan Forest,19.5841391193657,NA,NA,NA,320098436.13145804,NA,NA
Aetobatus ocellatus,dive_siteShark Cave,16.88439501092033,NA,NA,NA,21517885.068028316,NA,NA
Aetobatus ocellatus,dive_siteShark Fin Reef,-25.32065419842133,NA,NA,NA,1.0078121816029732e-11,NA,NA
Aetobatus ocellatus,dive_siteShark Point,-24.910482866085754,NA,NA,NA,1.5188495250377928e-11,NA,NA
Aetobatus ocellatus,dive_siteSimilan Islands,17.326354518348733,NA,NA,NA,33476508.71231946,NA,NA
Aetobatus ocellatus,dive_siteSurin Islands,17.0161561655918,NA,NA,NA,24548373.69951977,NA,NA
Aetobatus ocellatus,dive_siteThree Trees,-28.596841062505693,NA,NA,NA,3.8067094190362783e-13,NA,NA
Aetobatus ocellatus,dive_siteWestern Rocky,17.78962897883906,NA,NA,NA,53203193.40068649,NA,NA
Nebrius ferrugineus,(Intercept),-20.751790927786285,NA,NA,NA,9.718779086072294e-10,NA,NA
Nebrius ferrugineus,year_c,4.694898144710953e-4,NA,NA,NA,1.0004696000420636,NA,NA
Nebrius ferrugineus,seasonmid,-0.27151751036877003,NA,NA,NA,0.762221936563991,NA,NA
Nebrius ferrugineus,seasonlate,-1.14996487849576,NA,NA,NA,0.3166478903339827,NA,NA
Nebrius ferrugineus,seasonother,0.7839570784567597,NA,NA,NA,2.1901216242132335,NA,NA
Nebrius ferrugineus,dive_siteBlack Rock,17.811994208694095,NA,NA,NA,54406501.01803298,NA,NA
Nebrius ferrugineus,dive_siteBurma Banks,22.26019601235814,NA,NA,NA,4650292753.743135,NA,NA
Nebrius ferrugineus,dive_siteElephant Head Rock,18.903289812162967,NA,NA,NA,162029635.5829145,NA,NA
Nebrius ferrugineus,dive_siteKoh Bida Nok,-12.04955377835785,NA,NA,NA,5.847164130007756e-6,NA,NA
Nebrius ferrugineus,dive_siteKoh Bon,-11.33102238144514,NA,NA,NA,1.1994979371346322e-5,NA,NA
Nebrius ferrugineus,dive_siteKoh Chi,-11.493678653883299,NA,NA,NA,1.0194332249925244e-5,NA,NA
Nebrius ferrugineus,dive_siteKoh Tachai,-12.316130757703943,NA,NA,NA,4.478910389700934e-6,NA,NA
Nebrius ferrugineus,dive_siteMergui Archipelago,20.571420392902322,NA,NA,NA,859121052.7560582,NA,NA
Nebrius ferrugineus,dive_siteNorth Twin,18.958476100671636,NA,NA,NA,171222784.640797,NA,NA
Nebrius ferrugineus,dive_siteRichelieu Rock,-13.162959774271343,NA,NA,NA,1.9204331963564264e-6,NA,NA
Nebrius ferrugineus,dive_siteSeafan Forest,-14.901967085308584,NA,NA,NA,3.3740998095448377e-7,NA,NA
Nebrius ferrugineus,dive_siteShark Cave,19.80039989295203,NA,NA,NA,397378542.91464764,NA,NA
Nebrius ferrugineus,dive_siteShark Fin Reef,-11.800267043044398,NA,NA,NA,7.502554142643012e-6,NA,NA
Nebrius ferrugineus,dive_siteShark Point,-11.667804679388006,NA,NA,NA,8.565186263368895e-6,NA,NA
Nebrius ferrugineus,dive_siteSimilan Islands,18.015587653090982,NA,NA,NA,66691472.430251926,NA,NA
Nebrius ferrugineus,dive_siteSurin Islands,-12.075896279190877,NA,NA,NA,5.695146260151973e-6,NA,NA
Nebrius ferrugineus,dive_siteThree Trees,19.360744920985216,NA,NA,NA,256014571.5612851,NA,NA
Nebrius ferrugineus,dive_siteWestern Rocky,-11.541998729794,NA,NA,NA,9.713452964176152e-6,NA,NA
Carcharhinus melanopterus,(Intercept),-114.791174186299,NA,NA,NA,1.4022533289412058e-50,NA,NA
Carcharhinus melanopterus,year_c,5.054115674329174,NA,NA,NA,156.66592536768528,NA,NA
Carcharhinus melanopterus,seasonmid,6.8927126283810205,NA,NA,NA,985.0699248826544,NA,NA
Carcharhinus melanopterus,seasonlate,2.5707509610299555,NA,NA,NA,13.075640051022985,NA,NA
Carcharhinus melanopterus,seasonother,21.739663696683348,NA,NA,NA,2763223297.5400395,NA,NA
Carcharhinus melanopterus,dive_siteBlack Rock,24.083831552489134,NA,NA,NA,28805481979.615337,NA,NA
Carcharhinus melanopterus,dive_siteBurma Banks,19.7988232376027,NA,NA,NA,396752507.5599337,NA,NA
Carcharhinus melanopterus,dive_siteElephant Head Rock,-54.189398243000745,NA,NA,NA,2.9230979301121824e-24,NA,NA
Carcharhinus melanopterus,dive_siteKoh Bida Nok,92.98263872665383,NA,NA,NA,2409056090024559e25,NA,NA
Carcharhinus melanopterus,dive_siteKoh Bon,5.596027598110264,NA,NA,NA,269.35429589302277,NA,NA
Carcharhinus melanopterus,dive_siteKoh Chi,45.01874084441069,NA,NA,NA,3559514209417199e4,NA,NA
Carcharhinus melanopterus,dive_siteKoh Tachai,64.26463787328437,NA,NA,NA,8124143948213432e12,NA,NA
Carcharhinus melanopterus,dive_siteMergui Archipelago,-9.891453937604636,NA,NA,NA,5.060531550892709e-5,NA,NA
Carcharhinus melanopterus,dive_siteNorth Twin,-46.02449664909559,NA,NA,NA,1.027578651350574e-20,NA,NA
Carcharhinus melanopterus,dive_siteRichelieu Rock,21.107432349871527,NA,NA,NA,1468389927.2284157,NA,NA
Carcharhinus melanopterus,dive_siteSeafan Forest,-56.19263382256855,NA,NA,NA,3.943203650906306e-25,NA,NA
Carcharhinus melanopterus,dive_siteShark Cave,24.05504136076104,NA,NA,NA,27987990957.945732,NA,NA
Carcharhinus melanopterus,dive_siteShark Fin Reef,-49.9939206751338,NA,NA,NA,1.940511058763224e-22,NA,NA
Carcharhinus melanopterus,dive_siteShark Point,75.1396886233592,NA,NA,NA,42929135325841286e16,NA,NA
Carcharhinus melanopterus,dive_siteSimilan Islands,27.039473754890707,NA,NA,NA,553470203569.908,NA,NA
Carcharhinus melanopterus,dive_siteSurin Islands,43.28205394805326,NA,NA,NA,6268407117731584e3,NA,NA
Carcharhinus melanopterus,dive_siteThree Trees,-61.759575467013384,NA,NA,NA,1.5071524018471327e-27,NA,NA
Carcharhinus melanopterus,dive_siteWestern Rocky,-49.35672494571727,NA,NA,NA,3.6698364614167213e-22,NA,NA
Rhinocodon typus,(Intercept),-28.207518872421197,NA,NA,NA,5.618627047720144e-13,NA,NA
Rhinocodon typus,year_c,-0.22190172973218125,NA,NA,NA,0.8009940743693773,NA,NA
Rhinocodon typus,seasonmid,-0.026003778611177187,NA,NA,NA,0.9743314079822452,NA,NA
Rhinocodon typus,seasonlate,23.938329131507697,NA,NA,NA,24904868203.98628,NA,NA
Rhinocodon typus,seasonother,0.6023626807232977,NA,NA,NA,1.8264289751340974,NA,NA
Rhinocodon typus,dive_siteBlack Rock,-14.850244764006487,NA,NA,NA,3.5532081049949735e-7,NA,NA
Rhinocodon typus,dive_siteBurma Banks,-35.99447823938492,NA,NA,NA,2.332366106168541e-16,NA,NA
Rhinocodon typus,dive_siteElephant Head Rock,-3.8904459651175,NA,NA,NA,0.020436230159622478,NA,NA
Rhinocodon typus,dive_siteKoh Bida Nok,-27.36409172410968,NA,NA,NA,1.305948232445819e-12,NA,NA
Rhinocodon typus,dive_siteKoh Bon,-7.438738643100958,NA,NA,NA,5.880264411697222e-4,NA,NA
Rhinocodon typus,dive_siteKoh Chi,17.692272197281056,NA,NA,NA,48267653.63516354,NA,NA
Rhinocodon typus,dive_siteKoh Tachai,-6.25179749745715,NA,NA,NA,0.0019269872666048148,NA,NA
Rhinocodon typus,dive_siteMergui Archipelago,16.503970136994013,NA,NA,NA,14709000.407329477,NA,NA
Rhinocodon typus,dive_siteNorth Twin,-6.2656567919001525,NA,NA,NA,0.0019004647985709799,NA,NA
Rhinocodon typus,dive_siteRichelieu Rock,17.96331177247459,NA,NA,NA,63294675.76722584,NA,NA
Rhinocodon typus,dive_siteSeafan Forest,-27.873954401395327,NA,NA,NA,7.843238378248843e-13,NA,NA
Rhinocodon typus,dive_siteShark Cave,-6.497475427643187,NA,NA,NA,0.0015072395290976278,NA,NA
Rhinocodon typus,dive_siteShark Fin Reef,-3.0794550620325434,NA,NA,NA,0.04598430841815849,NA,NA
Rhinocodon typus,dive_siteShark Point,-11.37065596683293,NA,NA,NA,1.1528873076560267e-5,NA,NA
Rhinocodon typus,dive_siteSimilan Islands,-3.7640124879892736,NA,NA,NA,0.023190501830662284,NA,NA
Rhinocodon typus,dive_siteSurin Islands,-7.286939823099122,NA,NA,NA,6.844192954565605e-4,NA,NA
Rhinocodon typus,dive_siteThree Trees,-2.9732408058895228,NA,NA,NA,0.05113731538562781,NA,NA
Rhinocodon typus,dive_siteWestern Rocky,-13.781526911995376,NA,NA,NA,1.0345676872376328e-6,NA,NA
Triaenodon obesus,(Intercept),-36.63674261019913,NA,NA,NA,1.2270573169342513e-16,NA,NA
Triaenodon obesus,year_c,0.11943798708580404,NA,NA,NA,1.1268633618194603,NA,NA
Triaenodon obesus,seasonmid,0.009468668207115465,NA,NA,NA,1.0095136378681255,NA,NA
Triaenodon obesus,seasonlate,-0.17047590329544343,NA,NA,NA,0.8432634092530306,NA,NA
Triaenodon obesus,seasonother,-16.838687290458395,NA,NA,NA,4.8646435927251885e-8,NA,NA
Triaenodon obesus,dive_siteBlack Rock,-93.13949371040775,NA,NA,NA,3.548393984345201e-41,NA,NA
Triaenodon obesus,dive_siteBurma Banks,-7.8598506653049185,NA,NA,NA,3.859315000318441e-4,NA,NA
Triaenodon obesus,dive_siteElephant Head Rock,46.96859583394209,NA,NA,NA,25015085604354523e4,NA,NA
Triaenodon obesus,dive_siteKoh Bida Nok,-17.06689642242768,NA,NA,NA,3.872050925306187e-8,NA,NA
Triaenodon obesus,dive_siteKoh Bon,9.010688011186073,NA,NA,NA,8190.154254688699,NA,NA
Triaenodon obesus,dive_siteKoh Chi,-12.84674490252425,NA,NA,NA,2.634690335729294e-6,NA,NA
Triaenodon obesus,dive_siteKoh Tachai,22.32926450584513,NA,NA,NA,4982833319.4418535,NA,NA
Triaenodon obesus,dive_siteMergui Archipelago,23.562202058005088,NA,NA,NA,17097567827.089289,NA,NA
Triaenodon obesus,dive_siteNorth Twin,-13.617249176186188,NA,NA,NA,1.2192810500232074e-6,NA,NA
Triaenodon obesus,dive_siteRichelieu Rock,21.850032815833973,NA,NA,NA,3085664338.4413195,NA,NA
Triaenodon obesus,dive_siteSeafan Forest,-10.404643115820486,NA,NA,NA,3.0291508997686256e-5,NA,NA
Triaenodon obesus,dive_siteShark Cave,22.134363905198292,NA,NA,NA,4100455512.9226675,NA,NA
Triaenodon obesus,dive_siteShark Fin Reef,47.57984534164897,NA,NA,NA,4609611046550539e5,NA,NA
Triaenodon obesus,dive_siteShark Point,-13.304007214394591,NA,NA,NA,1.6677965825127449e-6,NA,NA
Triaenodon obesus,dive_siteSimilan Islands,22.68377471092094,NA,NA,NA,7102940647.287727,NA,NA
Triaenodon obesus,dive_siteSurin Islands,23.041865996326294,NA,NA,NA,10161439949.082584,NA,NA
Triaenodon obesus,dive_siteThree Trees,-15.568450754052929,NA,NA,NA,1.7326376436241255e-7,NA,NA
